id,drawing_name,product_category,status,upload_date,created_at,company_name,country,notes,month,day_of_week
175,尺寸,未分类,pending,2025-03-06 15:37:57.000000,2025-11-05 03:05:37,,,文件大小: 0.12MB,2025-03,Thursday
12,SAP12719 - SAP12719阳昶报价资料(1),未分类,pending,2025-03-06 14:25:20.000000,2025-11-05 03:05:37,,,文件大小: 0.08MB,2025-03,Thursday
363,膨胀磨具费 10W,未分类,pending,2025-03-03 09:41:10.000000,2025-11-05 03:05:37,,,文件大小: 0.03MB,2025-03,Monday
365,Ruwag - Drywall Screw Big Head,screw,pending,2025-02-25 15:07:08.000000,2025-11-05 03:05:37,,,文件大小: 0.34MB,2025-02,Tuesday
145,ae65b816-2168-427d-9d85-073073ef1b30,未分类,pending,2025-02-25 09:56:35.000000,2025-11-05 03:05:37,,,文件大小: 0.18MB,2025-02,Tuesday
364,Ruwag - Rimmed Nail-in Anchors Spec Sheet,未分类,pending,2025-02-24 15:54:18.000000,2025-11-05 03:05:37,,,文件大小: 0.38MB,2025-02,Monday
369,Ruwag - Top Speed Type 17,未分类,pending,2025-02-24 09:08:37.000000,2025-11-05 03:05:37,,,文件大小: 0.73MB,2025-02,Monday
368,Ruwag - Tek Screws,screw,pending,2025-02-24 09:08:37.000000,2025-11-05 03:05:37,,,文件大小: 0.52MB,2025-02,Monday
367,Nail in Anchors,未分类,pending,2025-02-24 09:08:37.000000,2025-11-05 03:05:37,,,文件大小: 0.75MB,2025-02,Monday
366,Chipboard Screws,screw,pending,2025-02-24 09:08:37.000000,2025-11-05 03:05:37,,,文件大小: 0.73MB,2025-02,Monday
142,Test RP,未分类,pending,2025-02-18 16:44:16.000000,2025-11-05 03:05:37,,,文件大小: 0.04MB,2025-02,Tuesday
146,SAP12243 - SAP12243 沃耳特五金科技报价资料,未分类,pending,2025-02-06 15:40:24.000000,2025-11-05 03:05:37,沃耳特五金科技,中国,文件大小: 0.08MB,2025-02,Thursday
305,邮件存档,未分类,pending,2025-02-06 14:39:14.000000,2025-11-05 03:05:37,,,文件大小: 0.18MB,2025-02,Thursday
147,Part_to_quote,未分类,pending,2025-02-06 10:15:05.000000,2025-11-05 03:05:37,,,文件大小: 0.03MB,2025-02,Thursday
148,Quotation_-_EFEKT_-_27.01_(1),未分类,pending,2025-01-28 09:11:55.000000,2025-11-05 03:05:37,,,文件大小: 0.10MB,2025-01,Tuesday
299,Sample A,未分类,pending,2025-01-22 10:10:33.000000,2025-11-05 03:05:37,,,文件大小: 3.32MB,2025-01,Wednesday
301,Sample B,未分类,pending,2025-01-22 10:10:30.000000,2025-11-05 03:05:37,,,文件大小: 3.14MB,2025-01,Wednesday
300,Sample C,未分类,pending,2025-01-22 10:10:25.000000,2025-11-05 03:05:37,,,文件大小: 2.70MB,2025-01,Wednesday
15,SAP12044 - SAP12044沃耳特五金科技报价资料,未分类,pending,2025-01-13 08:27:00.000000,2025-11-05 03:05:37,沃耳特五金科技,中国,文件大小: 0.09MB,2025-01,Monday
14,DIN 4028 M5x8 梅花头,未分类,pending,2025-01-10 10:51:23.000000,2025-11-05 03:05:37,,,尺寸: M5x8; 文件大小: 0.10MB,2025-01,Friday
13,LNO-STDB-10_Schraube,未分类,pending,2025-01-10 10:18:40.000000,2025-11-05 03:05:37,,,文件大小: 0.10MB,2025-01,Friday
11,Plåtskruv_4.8x80,未分类,pending,2025-01-10 10:07:34.000000,2025-11-05 03:05:37,,,尺寸: 8x80; 文件大小: 0.38MB,2025-01,Friday
10,不锈钢钻尾-4.8x80,未分类,pending,2025-01-10 10:07:34.000000,2025-11-05 03:05:37,,,尺寸: 8x80; 材料: 不锈钢; 文件大小: 0.38MB,2025-01,Friday
347,Nut-不锈钢材质单,nut,pending,2025-01-09 09:27:38.000000,2025-11-05 03:05:37,,,材料: 不锈钢; 文件大小: 0.21MB,2025-01,Thursday
346,Anchor-不锈钢材质单,未分类,pending,2025-01-09 09:27:31.000000,2025-11-05 03:05:37,,,材料: 不锈钢; 文件大小: 2.33MB,2025-01,Thursday
379,Din_934,未分类,pending,2025-01-07 15:29:05.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2025-01,Tuesday
400,"天丰卷钉常规尺寸,其他尺寸",未分类,pending,2025-01-07 09:59:35.000000,2025-11-05 03:05:37,,,文件大小: 0.40MB,2025-01,Tuesday
281,Datasheet for Ubolt,未分类,pending,2025-01-03 16:12:15.000000,2025-11-05 03:05:37,,,文件大小: 2.46MB,2025-01,Friday
280,RFQ 4054 of stud bolt and Ubolt,未分类,pending,2025-01-03 14:09:14.000000,2025-11-05 03:05:37,,,文件大小: 0.24MB,2025-01,Friday
403,白盒纸盒包装,未分类,pending,2025-01-03 10:33:12.000000,2025-11-05 03:05:37,,,文件大小: 0.05MB,2025-01,Friday
402,天丰钻尾实验标准,未分类,pending,2024-12-25 17:19:33.000000,2025-11-05 03:05:37,,,文件大小: 8.39MB,2024-12,Wednesday
298,韩国报价,未分类,pending,2024-12-23 08:58:50.000000,2025-11-05 03:05:37,,,文件大小: 0.05MB,2024-12,Monday
348,钉子询单,未分类,pending,2024-12-21 10:37:14.000000,2025-11-05 03:05:37,,,文件大小: 0.06MB,2024-12,Saturday
302,SAP11702 - SAP11702沃耳特五金报价资料,未分类,pending,2024-12-17 16:30:53.000000,2025-11-05 03:05:37,,,文件大小: 0.08MB,2024-12,Tuesday
303,图纸-K,未分类,pending,2024-12-16 15:57:56.000000,2025-11-05 03:05:37,,,文件大小: 0.34MB,2024-12,Monday
304,Terminal cover screw_241216_150731,screw,pending,2024-12-16 15:29:51.000000,2025-11-05 03:05:37,,,文件大小: 0.05MB,2024-12,Monday
327,cfe8941 - 574ee0fa8cb40dde781cfe8941d57e2,未分类,pending,2024-12-12 16:46:26.000000,2025-11-05 03:05:37,,,文件大小: 0.03MB,2024-12,Thursday
297,plastic packaging,未分类,pending,2024-12-04 15:33:26.000000,2025-11-05 03:05:37,,,材料: Plastic; 文件大小: 0.60MB,2024-12,Wednesday
376,Drawing3,未分类,pending,2024-12-03 17:10:37.000000,2025-11-05 03:05:37,,,文件大小: 0.01MB,2024-12,Tuesday
375,Drawing2,未分类,pending,2024-12-03 17:10:36.000000,2025-11-05 03:05:37,,,文件大小: 0.01MB,2024-12,Tuesday
378,Drawing4,未分类,pending,2024-12-03 17:10:35.000000,2025-11-05 03:05:37,,,文件大小: 0.01MB,2024-12,Tuesday
377,Drawing1,未分类,pending,2024-12-03 17:10:35.000000,2025-11-05 03:05:37,,,文件大小: 0.01MB,2024-12,Tuesday
253,TS-1319 - TS-1319 TRACK BOLT OVAL NECK 1__ DIAMETER,未分类,pending,2024-11-26 08:56:32.000000,2025-11-05 03:05:37,,,文件大小: 0.12MB,2024-11,Tuesday
252,TS-1319 - TS-1319 TRACK BOLT OVAL NECK 1-1 8__ DIAMETER,未分类,pending,2024-11-26 08:56:32.000000,2025-11-05 03:05:37,,,文件大小: 0.08MB,2024-11,Tuesday
247,Hex Tapcon (4),未分类,pending,2024-11-20 10:58:39.000000,2025-11-05 03:05:37,,,文件大小: 0.14MB,2024-11,Wednesday
248,Hex Tapcon (3),未分类,pending,2024-11-20 10:58:36.000000,2025-11-05 03:05:37,,,文件大小: 0.11MB,2024-11,Wednesday
249,Hex Tapcon (2),未分类,pending,2024-11-20 10:58:33.000000,2025-11-05 03:05:37,,,文件大小: 0.12MB,2024-11,Wednesday
251,Hex Tapcon (1),未分类,pending,2024-11-20 10:58:30.000000,2025-11-05 03:05:37,,,文件大小: 0.13MB,2024-11,Wednesday
5,图_173163 - 企业微信截图_17316360764767,未分类,pending,2024-11-15 15:08:03.000000,2025-11-05 03:05:37,,,文件大小: 1.80MB,2024-11,Friday
3,图_173163 - 企业微信截图_17316360945201,未分类,pending,2024-11-15 15:07:30.000000,2025-11-05 03:05:37,,,文件大小: 1.92MB,2024-11,Friday
8,图_173163 - 企业微信截图_17316360972921,未分类,pending,2024-11-15 15:07:29.000000,2025-11-05 03:05:37,,,文件大小: 2.12MB,2024-11,Friday
4,图_173163 - 企业微信截图_17316360907384,未分类,pending,2024-11-15 15:07:29.000000,2025-11-05 03:05:37,,,文件大小: 1.96MB,2024-11,Friday
9,图_173163 - 企业微信截图_17316360801111,未分类,pending,2024-11-15 15:07:28.000000,2025-11-05 03:05:37,,,文件大小: 1.66MB,2024-11,Friday
6,图_173163 - 企业微信截图_17316360868155,未分类,pending,2024-11-15 15:07:27.000000,2025-11-05 03:05:37,,,文件大小: 1.90MB,2024-11,Friday
7,图_173163 - 企业微信截图_17316360723313,未分类,pending,2024-11-15 15:07:26.000000,2025-11-05 03:05:37,,,文件大小: 1.68MB,2024-11,Friday
246,微信图片_20241115092711,未分类,pending,2024-11-15 09:27:15.000000,2025-11-05 03:05:37,,,文件大小: 0.63MB,2024-11,Friday
407,内迫行业标准,未分类,pending,2024-11-12 10:02:05.000000,2025-11-05 03:05:37,,,文件大小: 0.45MB,2024-11,Tuesday
250,Screws_&_Rivets__specifications,screw,pending,2024-11-09 12:41:50.000000,2025-11-05 03:05:37,,,文件大小: 2.10MB,2024-11,Saturday
259,SAP10666 - SAP10666沃耳特五金报价资料（20241106更新）(1),未分类,pending,2024-11-06 10:58:21.000000,2025-11-05 03:05:37,,,文件大小: 0.09MB,2024-11,Wednesday
274,第一次旧报价,未分类,pending,2024-11-06 10:41:06.000000,2025-11-05 03:05:37,,,文件大小: 0.14MB,2024-11,Wednesday
275,eaec-4631 - 3d5f1cb9-eaec-4631-96c8-647666c4d7ec,未分类,pending,2024-10-29 18:09:25.000000,2025-11-05 03:05:37,,,文件大小: 0.15MB,2024-10,Tuesday
401,6.3 六角法兰带单体垫片,垫片,pending,2024-10-29 11:05:38.000000,2025-11-05 03:05:37,,,文件大小: 3.45MB,2024-10,Tuesday
405,5.5 六角法兰带单体垫片,垫片,pending,2024-10-29 11:04:50.000000,2025-11-05 03:05:37,,,文件大小: 3.64MB,2024-10,Tuesday
406,4.8 六角法兰带单体垫片,垫片,pending,2024-10-29 11:04:46.000000,2025-11-05 03:05:37,,,文件大小: 3.51MB,2024-10,Tuesday
362,RUWAG,未分类,pending,2024-10-25 14:33:19.000000,2025-11-05 03:05:37,,,文件大小: 3.92MB,2024-10,Friday
130,Reference (2),未分类,pending,2024-10-25 11:23:08.000000,2025-11-05 03:05:37,,,文件大小: 0.39MB,2024-10,Friday
133,Reference (5),未分类,pending,2024-10-25 11:22:45.000000,2025-11-05 03:05:37,,,文件大小: 4.59MB,2024-10,Friday
132,Reference (4),未分类,pending,2024-10-25 11:22:41.000000,2025-11-05 03:05:37,,,文件大小: 3.00MB,2024-10,Friday
128,Reference (6),未分类,pending,2024-10-25 11:22:37.000000,2025-11-05 03:05:37,,,文件大小: 3.53MB,2024-10,Friday
131,Reference (3),未分类,pending,2024-10-25 11:22:30.000000,2025-11-05 03:05:37,,,文件大小: 3.73MB,2024-10,Friday
129,Reference (1),未分类,pending,2024-10-25 11:22:24.000000,2025-11-05 03:05:37,,,文件大小: 4.75MB,2024-10,Friday
262,SAP10666 - 10.16- SAP10666沃耳特五金科技报价资料（奥衍精工）,未分类,pending,2024-10-16 21:19:37.000000,2025-11-05 03:05:37,沃耳特五金科技,中国,文件大小: 0.08MB,2024-10,Wednesday
273,e04438 - 1b4db1d01bbe747d7a9b3d327e04438,未分类,pending,2024-10-14 10:47:10.000000,2025-11-05 03:05:37,,,文件大小: 0.05MB,2024-10,Monday
261,图_172855 - 企业微信截图_17285530448921,未分类,pending,2024-10-12 13:45:55.000000,2025-11-05 03:05:37,,,文件大小: 0.03MB,2024-10,Saturday
260,SAP10666 - SAP10666沃耳特五金报价资料（奥衍精工）(1),未分类,pending,2024-10-12 13:33:38.000000,2025-11-05 03:05:37,,,文件大小: 0.09MB,2024-10,Saturday
254,图片1,未分类,pending,2024-09-27 09:25:15.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-09,Friday
173,M8X125,未分类,pending,2024-09-25 09:36:29.000000,2025-11-05 03:05:37,,,尺寸: M8X125; 文件大小: 0.11MB,2024-09,Wednesday
171,welded screw M6X100,screw,pending,2024-09-25 09:35:47.000000,2025-11-05 03:05:37,,,尺寸: M6X100; 文件大小: 0.17MB,2024-09,Wednesday
172,M6X100,未分类,pending,2024-09-25 09:34:58.000000,2025-11-05 03:05:37,,,尺寸: M6X100; 文件大小: 0.07MB,2024-09,Wednesday
294,图_172595 - 企业微信截图_17259575881817,未分类,pending,2024-09-10 16:39:52.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-09,Tuesday
293,dd508569 - dd5085690dac37b1f7830418df8bbe4(1),未分类,pending,2024-09-10 16:39:52.000000,2025-11-05 03:05:37,,,文件大小: 0.59MB,2024-09,Tuesday
360,9.3 25kg一袋价格,未分类,pending,2024-09-05 22:59:12.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-09,Thursday
165,AZSA-0015 - AZSA-0015,未分类,pending,2024-09-03 22:25:46.000000,2025-11-05 03:05:37,,,文件大小: 0.07MB,2024-09,Tuesday
163,AZSA-0017 - AZSA-0017,未分类,pending,2024-09-03 22:25:24.000000,2025-11-05 03:05:37,,,文件大小: 0.10MB,2024-09,Tuesday
371,SAP10126 - SAP10126沃耳特五金报价资料(1),未分类,pending,2024-09-03 18:14:43.000000,2025-11-05 03:05:37,,,文件大小: 0.09MB,2024-09,Tuesday
150,SAP10126 - SAP10126沃耳特五金报价资料(1),未分类,pending,2024-09-03 18:14:43.000000,2025-11-05 03:05:37,,,文件大小: 0.09MB,2024-09,Tuesday
370,SCREW_240826_142158,screw,pending,2024-09-02 17:00:19.000000,2025-11-05 03:05:37,,,文件大小: 0.41MB,2024-09,Monday
159,AZBP-0017 - AZBP-0017-A,未分类,pending,2024-08-30 16:09:16.000000,2025-11-05 03:05:37,,,文件大小: 0.07MB,2024-08,Friday
158,AZBP-0015 - AZBP-0015-A,未分类,pending,2024-08-30 16:09:16.000000,2025-11-05 03:05:37,,,文件大小: 0.07MB,2024-08,Friday
157,AZIV-0023 - AZIV-0023-A,未分类,pending,2024-08-30 16:09:16.000000,2025-11-05 03:05:37,,,文件大小: 0.09MB,2024-08,Friday
156,AZIV-0031 - AZIV-0031,未分类,pending,2024-08-30 16:09:16.000000,2025-11-05 03:05:37,,,文件大小: 0.05MB,2024-08,Friday
155,AZBP-0018 - AZBP-0018-A,未分类,pending,2024-08-30 16:09:16.000000,2025-11-05 03:05:37,,,文件大小: 0.07MB,2024-08,Friday
154,AZME-0062 - AZME-0062,未分类,pending,2024-08-30 16:09:16.000000,2025-11-05 03:05:37,,,文件大小: 0.09MB,2024-08,Friday
153,AZMA-0081 - AZMA-0081,未分类,pending,2024-08-30 16:09:16.000000,2025-11-05 03:05:37,,,文件大小: 0.09MB,2024-08,Friday
152,AZBP-0032 - AZBP-0032,未分类,pending,2024-08-30 16:09:16.000000,2025-11-05 03:05:37,,,文件大小: 0.08MB,2024-08,Friday
151,AZSC-0028 - AZSC-0028-A,未分类,pending,2024-08-30 16:09:16.000000,2025-11-05 03:05:37,,,文件大小: 0.09MB,2024-08,Friday
170,AZDA-0009 - AZDA-0009,未分类,pending,2024-08-30 16:09:08.000000,2025-11-05 03:05:37,,,文件大小: 0.12MB,2024-08,Friday
169,AZSC-0031 - AZSC-0031,未分类,pending,2024-08-30 16:09:08.000000,2025-11-05 03:05:37,,,文件大小: 0.10MB,2024-08,Friday
168,AZBP-0001 - AZBP-0001,未分类,pending,2024-08-30 16:09:08.000000,2025-11-05 03:05:37,,,文件大小: 0.13MB,2024-08,Friday
167,AZDA-0087 - AZDA-0087,未分类,pending,2024-08-30 16:09:08.000000,2025-11-05 03:05:37,,,文件大小: 0.12MB,2024-08,Friday
166,AZME-0022 - AZME-0022,未分类,pending,2024-08-30 16:09:08.000000,2025-11-05 03:05:37,,,文件大小: 0.11MB,2024-08,Friday
164,AZSA-0003 - AZSA-0003,未分类,pending,2024-08-30 16:09:08.000000,2025-11-05 03:05:37,,,文件大小: 0.10MB,2024-08,Friday
162,AZIV-0016 - AZIV-0016,未分类,pending,2024-08-30 16:09:08.000000,2025-11-05 03:05:37,,,文件大小: 0.12MB,2024-08,Friday
161,AZNE-0008 - AZNE-0008,未分类,pending,2024-08-30 16:09:08.000000,2025-11-05 03:05:37,,,文件大小: 0.06MB,2024-08,Friday
160,AZVO-0020 - AZVO-0020,未分类,pending,2024-08-30 16:09:08.000000,2025-11-05 03:05:37,,,文件大小: 0.12MB,2024-08,Friday
149,screw,screw,pending,2024-08-30 16:08:38.000000,2025-11-05 03:05:37,,,文件大小: 0.10MB,2024-08,Friday
263,e760961 - de22e760961260b7c24b61e94e65e9a,未分类,pending,2024-08-27 18:15:21.000000,2025-11-05 03:05:37,,,文件大小: 0.01MB,2024-08,Tuesday
328,f061101 - 1df1cd41-3012-4d24-8b92-4a7f061101af,未分类,pending,2024-08-26 10:45:09.000000,2025-11-05 03:05:37,,,文件大小: 0.03MB,2024-08,Monday
331,e3031 - e3031b0c-e3a2-4cd0-a6d8-00d05214f408,未分类,pending,2024-08-26 10:44:42.000000,2025-11-05 03:05:37,,,文件大小: 0.03MB,2024-08,Monday
330,fc098502 - e3db0d33-13c6-4d95-92d3-fc0985028fb6,未分类,pending,2024-08-26 10:44:34.000000,2025-11-05 03:05:37,,,文件大小: 0.03MB,2024-08,Monday
332,771e87f4-9108-4fc2-b171-a21aaf1f3a3f,未分类,pending,2024-08-26 10:43:50.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-08,Monday
334,fbd74550 - 638aacef-3b3d-476f-ab25-a295fbd74550,未分类,pending,2024-08-26 10:43:44.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-08,Monday
329,b4015 - 50b4015e-50e5-4010-86df-5fd44906ae4e,未分类,pending,2024-08-26 10:43:34.000000,2025-11-05 03:05:37,,,文件大小: 0.03MB,2024-08,Monday
336,f03020 - 30f03020-3a28-43e1-a0e6-b10b274b19e9,未分类,pending,2024-08-26 10:42:52.000000,2025-11-05 03:05:37,,,文件大小: 0.03MB,2024-08,Monday
333,b7128 - e81f294e-c008-4845-a822-45b7128c4d53,未分类,pending,2024-08-26 10:42:47.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-08,Monday
335,b916865 - a62d0e4c-6990-4070-b984-30861b916865,未分类,pending,2024-08-26 10:42:37.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-08,Monday
338,ec-4585 - d98e4501-e4ec-4585-8b6d-113ca0e2c794,未分类,pending,2024-08-26 10:42:16.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-08,Monday
337,c702e38f-c7f4-4577-b7d3-2e408e37ab89,未分类,pending,2024-08-26 10:42:00.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-08,Monday
295,箱子尺寸,未分类,pending,2024-08-24 10:36:39.000000,2025-11-05 03:05:37,,,文件大小: 0.04MB,2024-08,Saturday
296,詢價(中文)3.5x22,未分类,pending,2024-08-24 10:36:37.000000,2025-11-05 03:05:37,,,尺寸: 5x22; 文件大小: 0.23MB,2024-08,Saturday
361,微信图片_20240819164925,未分类,pending,2024-08-19 16:49:42.000000,2025-11-05 03:05:37,,,文件大小: 0.02MB,2024-08,Monday
285,箱尺,未分类,pending,2024-08-19 09:25:11.000000,2025-11-05 03:05:37,,,文件大小: 0.29MB,2024-08,Monday
317,Angles(1),未分类,pending,2024-08-13 17:16:49.000000,2025-11-05 03:05:37,,,文件大小: 0.11MB,2024-08,Tuesday
319,برغي(1),未分类,pending,2024-08-13 17:10:25.000000,2025-11-05 03:05:37,,,文件大小: 0.10MB,2024-08,Tuesday
318,مقلوب(1),未分类,pending,2024-08-13 17:10:21.000000,2025-11-05 03:05:37,,,文件大小: 0.15MB,2024-08,Tuesday
345,APPENDIX 1 A,未分类,pending,2024-07-19 16:38:12.000000,2025-11-05 03:05:37,,,文件大小: 0.07MB,2024-07,Friday
344,Attachment_3-_Techincal_Specifications_(Reviewed),未分类,pending,2024-07-19 16:38:10.000000,2025-11-05 03:05:37,,,文件大小: 0.63MB,2024-07,Friday
320,EXPORT-EQ-19_accorn_nut_JUNE_21,nut,pending,2024-07-10 21:56:23.000000,2025-11-05 03:05:37,,,文件大小: 0.27MB,2024-07,Wednesday
408,聚美 钻尾尺寸表,未分类,pending,2024-06-28 18:24:01.000000,2025-11-05 03:05:37,,,文件大小: 4.10MB,2024-06,Friday
404,螺丝丝径对照表,螺丝,pending,2024-06-21 13:23:32.000000,2025-11-05 03:05:37,,,文件大小: 0.08MB,2024-06,Friday
2,XYZ-002-定制齿轮,定制齿轮,pending,2024-03-15 00:00:00.000000,2025-11-05 03:04:51,XYZ科技公司,中国,等待客户确认,2024-03,Friday
1,ABC-001-精密螺丝,精密螺丝,confirmed,2024-03-01 00:00:00.000000,2025-11-05 03:04:51,ABC制造有限公司,美国,客户确认版本,2024-03,Friday
290,Quotation - AYA Fasteners,未分类,pending,2024-02-23 16:20:00.000000,2025-11-05 03:05:37,,,文件大小: 0.18MB,2024-02,Friday
